time,Apolloon,VTK
1666464324,20,23
1666464325,20,23
1666464326,20,23
1666464327,20,23
1666464328,20,23
1666464329,20,23
1666464330,20,23
1666464331,20,23
1666464332,20,24
1666464333,20,24
1666464334,20,24
1666464335,20,24
1666464336,20,24
1666464337,20,24
1666464338,20,24
1666464339,20,24
1666464340,20,24
1666464341,21,24
1666464342,21,24
1666464343,21,24
1666464344,21,24
1666464345,21,24
1666464346,21,24
1666464347,21,24
1666464348,21,24
1666464349,21,24
1666464350,21,24
1666464351,21,24
1666464352,21,24
1666464353,21,24
1666464354,21,24
1666464355,21,24
1666464356,21,24
1666464357,21,24
1666464358,21,24
1666464359,21,24
1666464360,21,24
1666464361,21,24
1666464362,21,24
1666464363,21,24
1666464364,21,24
1666464365,21,24
1666464366,21,24
1666464367,21,24
1666464368,21,24
1666464369,21,24
1666464370,21,24
1666464371,21,24
1666464372,21,24
1666464373,21,24
1666464374,21,24
1666464375,21,24
1666464376,21,24
1666464377,21,24
1666464378,21,24
1666464379,21,24
1666464380,21,24
1666464381,21,24
1666464382,21,24
1666464383,21,24
1666464384,21,24
1666464385,21,24
1666464386,21,24
1666464387,21,24
1666464388,21,24
1666464389,21,24
1666464390,21,24
1666464391,21,24
1666464392,21,24
1666464393,21,24
1666464394,21,24
1666464395,21,24
1666464396,21,24
1666464397,21,24
1666464398,21,24
1666464399,21,24
1666464401,21,25
1666464402,21,25
1666464403,21,25
1666464404,21,25
1666464405,21,25
1666464406,21,25
1666464407,21,25
1666464408,21,25
1666464409,21,25
1666464410,21,25
1666464411,21,25
1666464412,21,25
1666464413,21,25
1666464414,21,25
1666464415,21,25
1666464416,21,25
1666464417,21,25
1666464418,21,25
1666464419,21,25
1666464420,22,25
1666464421,22,25
1666464422,22,25
1666464423,22,25
1666464424,22,25
1666464425,22,25
1666464426,22,25
1666464427,22,25
1666464428,22,25
1666464429,22,25
1666464430,22,25
1666464431,22,25
1666464432,22,25
1666464433,22,25
1666464434,22,25
1666464435,22,25
1666464436,22,25
1666464437,22,25
1666464438,22,25
1666464439,22,25
1666464440,22,25
1666464441,22,25
1666464442,22,25
1666464443,22,25
1666464444,22,25
1666464445,22,25
1666464446,22,25
1666464447,22,25
1666464448,22,25
1666464449,22,25
1666464450,22,25
1666464451,22,25
1666464452,22,25
1666464453,22,25
1666464454,22,25
1666464455,22,25
1666464456,22,25
1666464457,22,25
1666464458,22,25
1666464459,22,25
1666464460,22,25
1666464461,22,25
1666464462,22,25
1666464463,22,25
1666464464,22,25
1666464465,22,25
1666464466,22,25
1666464467,22,25
1666464468,22,25
1666464469,22,25
1666464470,22,25
1666464471,22,26
1666464472,22,26
1666464473,22,26
1666464474,22,26
1666464475,22,26
1666464476,22,26
1666464477,22,26
1666464478,22,26
1666464479,22,26
1666464480,22,26
1666464481,22,26
1666464482,22,26
1666464483,22,26
1666464484,22,26
1666464485,22,26
1666464486,22,26
1666464487,22,26
1666464488,22,26
1666464489,22,26
1666464490,22,26
1666464491,22,26
1666464493,22,26
1666464494,22,26
1666464495,22,26
1666464496,22,26
1666464497,22,26
1666464498,22,26
1666464499,22,26
1666464500,23,26
1666464501,23,26
1666464502,23,26
1666464503,23,26
1666464504,23,26
1666464505,23,26
1666464506,23,26
1666464507,23,26
1666464508,23,26
1666464509,23,26
1666464510,23,26
1666464511,23,26
1666464512,23,26
1666464513,23,26
1666464514,23,26
1666464515,23,26
1666464516,23,26
1666464517,23,26
1666464518,23,26
1666464519,23,26
1666464520,23,26
1666464521,23,26
1666464522,23,26
1666464523,23,26
1666464524,23,26
1666464525,23,26
1666464526,23,26
1666464527,23,26
1666464528,23,26
1666464529,23,26
1666464530,23,26
1666464531,23,26
1666464532,23,26
1666464533,23,26
1666464534,23,26
1666464535,23,26
1666464536,23,26
1666464537,23,26
1666464538,23,26
1666464539,23,26
1666464540,23,26
1666464541,23,27
1666464542,23,27
1666464543,23,27
1666464544,23,27
1666464545,23,27
1666464546,23,27
1666464547,23,27
1666464548,23,27
1666464549,23,27
1666464550,23,27
1666464551,23,27
1666464552,23,27
1666464553,23,27
1666464554,23,27
1666464555,23,27
1666464556,23,27
1666464557,23,27
1666464558,23,27
1666464559,23,27
1666464560,23,27
1666464561,23,27
1666464562,23,27
1666464563,23,27
1666464564,23,27
1666464565,23,27
1666464566,23,27
1666464567,23,27
1666464568,23,27
1666464569,23,27
1666464570,23,27
1666464571,23,27
1666464572,23,27
1666464573,23,27
1666464574,23,27
1666464575,23,27
1666464576,23,27
1666464578,23,27
1666464579,23,27
1666464580,24,27
1666464581,24,27
1666464582,24,27
1666464583,24,27
1666464584,24,27
1666464585,24,27
1666464586,24,27
1666464587,24,27
1666464588,24,27
1666464589,24,27
1666464590,24,27
1666464591,24,27
1666464592,24,27
1666464593,24,27
1666464594,24,27
1666464595,24,27
1666464596,24,27
1666464597,24,27
1666464598,24,27
1666464599,24,27
1666464600,24,27
1666464601,24,27
1666464602,24,27
1666464603,24,27
1666464604,24,27
1666464605,24,27
1666464606,24,27
1666464607,24,27
1666464608,24,27
1666464609,24,27
1666464610,24,27
1666464611,24,27
1666464612,24,28
1666464613,24,28
1666464614,24,28
1666464615,24,28
1666464616,24,28
1666464617,24,28
1666464618,24,28
1666464619,24,28
1666464620,24,28
1666464621,24,28
1666464622,24,28
1666464623,24,28
1666464624,24,28
1666464625,24,28
1666464626,24,28
1666464627,24,28
1666464628,24,28
1666464629,24,28
1666464630,24,28
1666464631,24,28
1666464632,24,28
1666464633,24,28
1666464634,24,28
1666464635,24,28
1666464636,24,28
1666464637,24,28
1666464638,24,28
1666464639,24,28
1666464640,24,28
1666464641,24,28
1666464642,24,28
1666464643,24,28
1666464644,24,28
1666464645,24,28
1666464646,24,28
1666464647,24,28
1666464648,24,28
1666464649,24,28
1666464650,24,28
1666464651,24,28
1666464652,24,28
1666464653,24,28
1666464654,24,28
1666464655,24,28
1666464656,24,28
1666464657,24,28
1666464658,24,28
1666464659,24,28
1666464660,24,28
1666464661,25,28
1666464662,25,28
1666464663,25,28
1666464664,25,28
1666464665,25,28
1666464666,25,28
1666464668,25,28
1666464669,25,28
1666464670,25,28
1666464671,25,28
1666464672,25,28
1666464673,25,28
1666464674,25,28
1666464675,25,28
1666464676,25,28
1666464677,25,28
1666464678,25,28
1666464679,25,28
1666464680,25,28
1666464681,25,28
1666464682,25,29
1666464683,25,29
1666464684,25,29
1666464685,25,29
1666464686,25,29
1666464687,25,29
1666464688,25,29
1666464689,25,29
1666464690,25,29
1666464691,25,29
1666464692,25,29
1666464693,25,29
1666464694,25,29
1666464695,25,29
1666464696,25,29
1666464697,25,29
1666464698,25,29
1666464699,25,29
1666464700,25,29
1666464701,25,29
1666464702,25,29
1666464703,25,29
1666464704,25,29
1666464705,25,29
1666464706,25,29
1666464707,25,29
1666464708,25,29
1666464709,25,29
1666464710,25,29
1666464711,25,29
1666464712,25,29
1666464713,25,29
1666464714,25,29
1666464715,25,29
1666464716,25,29
1666464717,25,29
1666464718,25,29
1666464719,25,29
1666464720,25,29
1666464721,25,29
1666464722,25,29
1666464723,25,29
1666464724,25,29
1666464725,25,29
1666464726,25,29
1666464727,25,29
1666464728,25,29
1666464729,25,29
1666464730,25,29
1666464731,25,29
1666464732,25,29
1666464733,25,29
1666464734,25,29
1666464735,25,29
1666464736,25,29
1666464737,25,29
1666464738,25,29
1666464739,25,29
1666464740,25,29
1666464741,26,29
1666464742,26,29
1666464743,26,29
1666464744,26,29
1666464745,26,29
1666464746,26,29
1666464747,26,29
1666464748,26,29
1666464749,26,29
1666464750,26,29
1666464751,26,30
1666464752,26,30
1666464753,26,30
1666464754,26,30
1666464755,26,30
1666464756,26,30
1666464758,26,30
1666464759,26,30
1666464760,26,30
1666464761,26,30
1666464762,26,30
1666464763,26,30
1666464764,26,30
1666464765,26,30
1666464766,26,30
1666464767,26,30
1666464768,26,30
1666464769,26,30
1666464770,26,30
1666464771,26,30
1666464772,26,30
1666464773,26,30
1666464774,26,30
1666464775,26,30
1666464776,26,30
1666464777,26,30
1666464778,26,30
1666464779,26,30
1666464780,26,30
1666464781,26,30
1666464782,26,30
1666464783,26,30
1666464784,26,30
1666464785,26,30
1666464786,26,30
1666464787,26,30
1666464788,26,30
1666464789,26,30
1666464790,26,30
1666464791,26,30
1666464792,26,30
1666464793,26,30
1666464794,26,30
1666464795,26,30
1666464796,26,30
1666464797,26,30
1666464798,26,30
1666464799,26,30
1666464800,26,30
1666464801,26,30
1666464802,26,30
1666464803,26,30
1666464804,26,30
1666464805,26,30
1666464806,26,30
1666464807,26,30
1666464808,26,30
1666464809,26,30
1666464810,26,30
1666464811,26,30
1666464812,26,30
1666464813,26,30
1666464814,26,30
1666464815,26,30
1666464816,26,30
1666464817,26,30
1666464818,26,30
1666464819,26,30
1666464820,26,30
1666464821,27,30
1666464822,27,31
1666464823,27,31
1666464824,27,31
1666464825,27,31
1666464826,27,31
1666464827,27,31
1666464828,27,31
1666464829,27,31
1666464830,27,31
1666464831,27,31
1666464832,27,31
1666464833,27,31
1666464834,27,31
1666464835,27,31
1666464836,27,31
1666464837,27,31
1666464838,27,31
1666464839,27,31
1666464840,27,31
1666464841,27,31
1666464842,27,31
1666464843,27,31
1666464844,27,31
1666464845,27,31
1666464846,27,31
1666464847,27,31
1666464848,27,31
1666464849,27,31
1666464850,27,31
1666464851,27,31
1666464852,27,31
1666464853,27,31
1666464854,27,31
1666464855,27,31
1666464856,27,31
1666464857,27,31
1666464858,27,31
1666464859,27,31
1666464861,27,31
1666464862,27,31
1666464863,27,31
1666464864,27,31
1666464865,27,31
1666464866,27,31
1666464867,27,31
1666464868,27,31
1666464869,27,31
1666464870,27,31
1666464871,27,31
1666464872,27,31
1666464873,27,31
1666464874,27,31
1666464875,27,31
1666464876,27,31
1666464877,27,31
1666464878,27,31
1666464879,27,31
1666464880,27,31
1666464881,27,31
1666464882,27,31
1666464883,27,31
1666464884,27,31
1666464885,27,31
1666464886,27,31
1666464887,27,31
1666464888,27,31
1666464889,27,31
1666464890,27,31
1666464891,27,32
1666464892,27,32
1666464893,27,32
1666464894,27,32
1666464895,27,32
1666464896,27,32
1666464897,27,32
1666464898,27,32
1666464899,27,32
1666464900,28,32
1666464901,28,32
1666464902,28,32
1666464903,28,32
1666464904,28,32
1666464905,28,32
1666464906,28,32
1666464907,28,32
1666464908,28,32
1666464909,28,32
1666464910,28,32
1666464911,28,32
1666464912,28,32
1666464913,28,32
1666464914,28,32
1666464915,28,32
1666464916,28,32
1666464917,28,32
1666464918,28,32
1666464919,28,32
1666464920,28,32
1666464921,28,32
1666464922,28,32
1666464923,28,32
1666464924,28,32
1666464925,28,32
1666464926,28,32
1666464927,28,32
1666464928,28,32
1666464929,28,32
1666464930,28,32
1666464931,28,32
1666464932,28,32
1666464933,28,32
1666464934,28,32
1666464935,28,32
1666464936,28,32
1666464937,28,32
1666464938,28,32
1666464939,28,32
1666464940,28,32
1666464941,28,32
1666464942,28,32
1666464943,28,32
1666464944,28,32
1666464945,28,32
1666464946,28,32
1666464947,28,32
1666464948,28,32
1666464949,28,32
1666464950,28,32
1666464951,28,32
1666464953,28,32
1666464954,28,32
1666464955,28,32
1666464956,28,32
1666464957,28,32
1666464958,28,32
1666464959,28,32
1666464960,28,32
1666464961,28,32
1666464962,28,33
1666464963,28,33
1666464964,28,33
1666464965,28,33
1666464966,28,33
1666464967,28,33
1666464968,28,33
1666464969,28,33
1666464970,28,33
1666464971,28,33
1666464972,28,33
1666464973,28,33
1666464974,28,33
1666464975,28,33
1666464976,28,33
1666464977,28,33
1666464978,28,33
1666464979,28,33
1666464980,29,33
1666464981,29,33
1666464982,29,33
1666464983,29,33
1666464984,29,33
1666464985,29,33
1666464986,29,33
1666464987,29,33
1666464988,29,33
1666464989,29,33
1666464990,29,33
1666464991,29,33
1666464992,29,33
1666464993,29,33
1666464994,29,33
1666464995,29,33
1666464996,29,33
1666464997,29,33
1666464998,29,33
1666464999,29,33
1666465000,29,33
1666465001,29,33
1666465002,29,33
1666465003,29,33
1666465004,29,33
1666465005,29,33
1666465006,29,33
1666465007,29,33
1666465008,29,33
1666465009,29,33
1666465010,29,33
1666465011,29,33
1666465012,29,33
1666465013,29,33
1666465014,29,33
1666465015,29,33
1666465016,29,33
1666465017,29,33
1666465018,29,33
1666465019,29,33
1666465020,29,33
1666465021,29,33
1666465022,29,33
1666465023,29,33
1666465024,29,33
1666465025,29,33
1666465026,29,33
1666465027,29,33
1666465028,29,33
1666465029,29,33
1666465030,29,33
1666465031,29,33
1666465032,29,34
1666465033,29,34
1666465034,29,34
1666465035,29,34
1666465036,29,34
1666465037,29,34
1666465038,29,34
1666465039,29,34
1666465040,29,34
1666465041,29,34
1666465042,29,34
1666465043,29,34
1666465044,29,34
1666465045,29,34
1666465046,29,34
1666465048,29,34
1666465049,29,34
1666465050,29,34
1666465051,29,34
1666465052,29,34
1666465053,29,34
1666465054,29,34
1666465055,29,34
1666465056,29,34
1666465057,29,34
1666465058,29,34
1666465059,29,34
1666465060,29,34
1666465061,30,34
1666465062,30,34
1666465063,30,34
1666465064,30,34
1666465065,30,34
1666465066,30,34
1666465067,30,34
1666465068,30,34
1666465069,30,34
1666465070,30,34
1666465071,30,34
1666465072,30,34
1666465073,30,34
1666465074,30,34
1666465075,30,34
1666465076,30,34
1666465077,30,34
1666465078,30,34
1666465079,30,34
1666465080,30,34
1666465081,30,34
1666465082,30,34
1666465083,30,34
1666465084,30,34
1666465085,30,34
1666465086,30,34
1666465087,30,34
1666465088,30,34
1666465089,30,34
1666465090,30,34
1666465091,30,34
1666465092,30,34
1666465093,30,34
1666465094,30,34
1666465095,30,34
1666465096,30,34
1666465097,30,34
1666465098,30,34
1666465099,30,34
1666465100,30,34
1666465101,30,35
1666465102,30,35
1666465103,30,35
1666465104,30,35
1666465105,30,35
1666465106,30,35
1666465107,30,35
1666465108,30,35
1666465109,30,35
1666465110,30,35
1666465111,30,35
1666465112,30,35
1666465113,30,35
1666465114,30,35
1666465115,30,35
1666465116,30,35
1666465117,30,35
1666465118,30,35
1666465119,30,35
1666465120,30,35
1666465121,30,35
1666465123,30,35
1666465124,30,35
1666465125,30,35
1666465126,30,35
1666465127,30,35
1666465128,30,35
1666465129,30,35
1666465130,30,35
1666465131,30,35
1666465132,30,35
1666465133,30,35
1666465134,30,35
1666465135,30,35
1666465136,30,35
1666465137,30,35
1666465138,30,35
1666465139,30,35
1666465140,30,35
1666465141,30,35
1666465142,31,35
1666465143,31,35
1666465144,31,35
1666465145,31,35
1666465146,31,35
1666465147,31,35
1666465148,31,35
1666465149,31,35
1666465150,31,35
1666465151,31,35
1666465152,31,35
1666465153,31,35
1666465154,31,35
1666465155,31,35
1666465156,31,35
1666465157,31,35
1666465158,31,35
1666465159,31,35
1666465160,31,35
1666465161,31,35
1666465162,31,35
1666465163,31,35
1666465164,31,35
1666465165,31,35
1666465166,31,35
1666465167,31,35
1666465168,31,35
1666465169,31,36
1666465170,31,36
1666465171,31,36
1666465172,31,36
1666465173,31,36
1666465174,31,36
1666465175,31,36
1666465176,31,36
1666465177,31,36
1666465178,31,36
1666465179,31,36
1666465180,31,36
1666465181,31,36
1666465182,31,36
1666465183,31,36
1666465184,31,36
1666465185,31,36
1666465186,31,36
1666465187,31,36
1666465188,31,36
1666465189,31,36
1666465190,31,36
1666465191,31,36
1666465192,31,36
1666465193,31,36
1666465194,31,36
1666465195,31,36
1666465196,31,36
1666465197,31,36
1666465198,31,36
1666465199,31,36
1666465200,31,36
1666465201,31,36
1666465202,31,36
1666465203,31,36
1666465204,31,36
1666465205,31,36
1666465206,31,36
1666465208,31,36
1666465209,31,36
1666465210,31,36
1666465211,31,36
1666465212,31,36
1666465213,31,36
1666465214,31,36
1666465215,31,36
1666465216,31,36
1666465217,31,36
1666465218,31,36
1666465219,31,36
1666465220,31,36
1666465221,32,36
1666465222,32,36
1666465223,32,36
1666465224,32,36
1666465225,32,36
1666465226,32,36
1666465227,32,36
1666465228,32,36
1666465229,32,36
1666465230,32,36
1666465231,32,36
1666465232,32,36
1666465233,32,36
1666465234,32,36
1666465235,32,36
1666465236,32,36
1666465237,32,36
1666465238,32,36
1666465239,32,36
1666465240,32,37
1666465241,32,37
1666465242,32,37
1666465243,32,37
1666465244,32,37
1666465245,32,37
1666465246,32,37
1666465247,32,37
1666465248,32,37
1666465249,32,37
1666465250,32,37
1666465251,32,37
1666465252,32,37
1666465253,32,37
1666465254,32,37
1666465255,32,37
1666465256,32,37
1666465257,32,37
1666465258,32,37
1666465259,32,37
1666465260,32,37
1666465261,32,37
1666465262,32,37
1666465263,32,37
1666465264,32,37
1666465265,32,37
1666465266,32,37
1666465267,32,37
1666465268,32,37
1666465269,32,37
1666465270,32,37
1666465271,32,37
1666465272,32,37
1666465273,32,37
1666465274,32,37
1666465275,32,37
1666465276,32,37
1666465277,32,37
1666465278,32,37
1666465279,32,37
1666465280,32,37
1666465281,32,37
1666465282,32,37
1666465283,32,37
1666465284,32,37
1666465285,32,37
1666465286,32,37
1666465287,32,37
1666465288,32,37
1666465290,32,37
1666465291,32,37
1666465292,32,37
1666465293,32,37
1666465294,32,37
1666465295,32,37
1666465296,32,37
1666465297,32,37
1666465298,32,37
1666465299,32,37
1666465300,33,37
1666465301,33,37
1666465302,33,37
1666465303,33,37
1666465304,33,37
1666465305,33,37
1666465306,33,37
1666465307,33,37
1666465308,33,37
1666465309,33,37
1666465310,33,38
1666465311,33,38
1666465312,33,38
1666465313,33,38
1666465314,33,38
1666465315,33,38
1666465316,33,38
1666465317,33,38
1666465318,33,38
1666465319,33,38
1666465320,33,38
1666465321,33,38
1666465322,33,38
1666465323,33,38
1666465324,33,38
1666465325,33,38
1666465326,33,38
1666465327,33,38
1666465328,33,38
1666465329,33,38
1666465330,33,38
1666465331,33,38
1666465332,33,38
1666465333,33,38
1666465334,33,38
1666465335,33,38
1666465336,33,38
1666465337,33,38
1666465338,33,38
1666465339,33,38
1666465340,33,38
1666465341,33,38
1666465342,33,38
1666465343,33,38
1666465344,33,38
1666465345,33,38
1666465346,33,38
1666465347,33,38
1666465348,33,38
1666465349,33,38
1666465350,33,38
1666465351,33,38
1666465352,33,38
1666465353,33,38
1666465354,33,38
1666465355,33,38
1666465356,33,38
1666465357,33,38
1666465358,33,38
1666465359,33,38
1666465360,33,38
1666465361,33,38
1666465362,33,38
1666465363,33,38
1666465364,33,38
1666465365,33,38
1666465366,33,38
1666465367,33,38
1666465368,33,38
1666465369,33,38
1666465370,33,38
1666465372,33,38
1666465373,33,38
1666465374,33,38
1666465375,33,38
1666465376,33,38
1666465377,33,38
1666465378,33,38
1666465379,33,38
1666465380,34,38
1666465381,34,39
1666465382,34,39
1666465383,34,39
1666465384,34,39
1666465385,34,39
1666465386,34,39
1666465387,34,39
1666465388,34,39
1666465389,34,39
1666465390,34,39
1666465391,34,39
1666465392,34,39
1666465393,34,39
1666465394,34,39
1666465395,34,39
1666465396,34,39
1666465397,34,39
1666465398,34,39
1666465399,34,39
1666465400,34,39
1666465401,34,39
1666465402,34,39
1666465403,34,39
1666465404,34,39
1666465405,34,39
1666465406,34,39
1666465407,34,39
1666465408,34,39
1666465409,34,39
1666465410,34,39
1666465411,34,39
1666465412,34,39
1666465413,34,39
1666465414,34,39
1666465415,34,39
1666465416,34,39
1666465417,34,39
1666465418,34,39
1666465419,34,39
1666465420,34,39
1666465421,34,39
1666465422,34,39
1666465423,34,39
1666465424,34,39
1666465425,34,39
1666465426,34,39
1666465427,34,39
1666465428,34,39
1666465429,34,39
1666465430,34,39
1666465431,34,39
1666465432,34,39
1666465433,34,39
1666465434,34,39
1666465435,34,39
1666465436,34,39
1666465437,34,39
1666465438,34,39
1666465439,34,39
1666465440,34,39
1666465441,34,39
1666465442,34,39
1666465443,34,39
1666465444,34,39
1666465445,34,39
1666465446,34,39
1666465447,34,39
1666465448,34,39
1666465449,34,39
1666465450,34,40
1666465451,34,40
1666465452,34,40
1666465453,34,40
1666465454,34,40
1666465455,34,40
1666465456,34,40
1666465457,34,40
1666465458,34,40
1666465459,34,40
1666465460,35,40
1666465461,35,40
1666465462,35,40
1666465463,35,40
1666465464,35,40
1666465465,35,40
1666465466,35,40
1666465468,35,40
1666465469,35,40
1666465470,35,40
1666465471,35,40
1666465472,35,40
1666465473,35,40
1666465474,35,40
1666465475,35,40
1666465476,35,40
1666465477,35,40
1666465478,35,40
1666465479,35,40
1666465480,35,40
1666465481,35,40
1666465482,35,40
1666465483,35,40
1666465484,35,40
1666465485,35,40
1666465486,35,40
1666465487,35,40
1666465488,35,40
1666465489,35,40
1666465490,35,40
1666465491,35,40
1666465492,35,40
1666465493,35,40
1666465494,35,40
1666465495,35,40
1666465496,35,40
1666465497,35,40
1666465498,35,40
1666465499,35,40
1666465500,35,40
1666465501,35,40
1666465502,35,40
1666465503,35,40
1666465504,35,40
1666465505,35,40
1666465506,35,40
1666465507,35,40
1666465508,35,40
1666465509,35,40
1666465510,35,40
1666465511,35,40
1666465512,35,40
1666465513,35,40
1666465514,35,40
1666465515,35,40
1666465516,35,40
1666465517,35,40
1666465518,35,40
1666465519,35,40
1666465520,35,41
1666465521,35,41
1666465522,35,41
1666465523,35,41
1666465524,35,41
1666465525,35,41
1666465526,35,41
1666465527,35,41
1666465528,35,41
1666465529,35,41
1666465530,35,41
1666465531,35,41
1666465532,35,41
1666465533,35,41
1666465534,35,41
1666465535,35,41
1666465536,35,41
1666465537,35,41
1666465538,35,41
1666465539,35,41
1666465540,35,41
1666465541,36,41
1666465542,36,41
1666465543,36,41
1666465544,36,41
1666465545,36,41
1666465546,36,41
1666465547,36,41
1666465548,36,41
1666465549,36,41
1666465550,36,41
1666465551,36,41
1666465552,36,41
1666465553,36,41
1666465554,36,41
1666465555,36,41
1666465556,36,41
1666465557,36,41
1666465559,36,41
1666465560,36,41
1666465561,36,41
1666465562,36,41
1666465563,36,41
1666465564,36,41
1666465565,36,41
1666465566,36,41
1666465567,36,41
1666465568,36,41
1666465569,36,41
1666465570,36,41
1666465571,36,41
1666465572,36,41
1666465573,36,41
1666465574,36,41
1666465575,36,41
1666465576,36,41
1666465577,36,41
1666465578,36,41
1666465579,36,41
1666465580,36,41
1666465581,36,41
1666465582,36,41
1666465583,36,41
1666465584,36,41
1666465585,36,41
1666465586,36,41
1666465587,36,41
1666465588,36,42
1666465589,36,42
1666465590,36,42
1666465591,36,42
1666465592,36,42
1666465593,36,42
1666465594,36,42
1666465595,36,42
1666465596,36,42
1666465597,36,42
1666465598,36,42
1666465599,36,42
1666465600,36,42
1666465601,36,42
1666465602,36,42
1666465603,36,42
1666465604,36,42
1666465605,36,42
1666465606,36,42
1666465607,36,42
1666465608,36,42
1666465609,36,42
1666465610,36,42
1666465611,36,42
1666465612,36,42
1666465613,36,42
1666465614,36,42
1666465615,36,42
1666465616,36,42
1666465617,36,42
1666465618,36,42
1666465619,36,42
1666465620,37,42
1666465621,37,42
1666465622,37,42
1666465623,37,42
1666465624,37,42
1666465625,37,42
1666465626,37,42
1666465627,37,42
1666465628,37,42
1666465629,37,42
1666465630,37,42
1666465631,37,42
1666465632,37,42
1666465633,37,42
1666465634,37,42
1666465635,37,42
1666465636,37,42
1666465637,37,42
1666465638,37,42
1666465639,37,42
1666465640,37,42
1666465642,37,42
1666465643,37,42
1666465644,37,42
1666465645,37,42
1666465646,37,42
1666465647,37,42
1666465648,37,42
1666465649,37,42
1666465650,37,42
1666465651,37,42
1666465652,37,42
1666465653,37,42
1666465654,37,42
1666465655,37,42
1666465656,37,42
1666465657,37,43
1666465658,37,43
1666465659,37,43
1666465660,37,43
1666465661,37,43
1666465662,37,43
1666465663,37,43
1666465664,37,43
1666465665,37,43
1666465666,37,43
1666465667,37,43
1666465668,37,43
1666465669,37,43
1666465670,37,43
1666465671,37,43
1666465672,37,43
1666465673,37,43
1666465674,37,43
1666465675,37,43
1666465676,37,43
1666465677,37,43
1666465678,37,43
1666465679,37,43
1666465680,37,43
1666465681,37,43
1666465682,37,43
1666465683,37,43
1666465684,37,43
1666465685,37,43
1666465686,37,43
1666465687,37,43
1666465688,37,43
1666465689,37,43
1666465690,37,43
1666465691,37,43
1666465692,37,43
1666465693,37,43
1666465694,37,43
1666465695,37,43
1666465696,37,43
1666465697,37,43
1666465698,37,43
1666465699,37,43
1666465700,37,43
1666465701,38,43
1666465702,38,43
1666465703,38,43
1666465704,38,43
1666465705,38,43
1666465706,38,43
1666465707,38,43
1666465708,38,43
1666465709,38,43
1666465710,38,43
1666465711,38,43
1666465712,38,43
1666465713,38,43
1666465714,38,43
1666465715,38,43
1666465716,38,43
1666465717,38,43
1666465718,38,43
1666465719,38,43
1666465720,38,43
1666465721,38,43
1666465722,38,43
1666465723,38,43
1666465724,38,43
1666465726,38,43
1666465727,38,44
1666465728,38,44
1666465729,38,44
1666465730,38,44
1666465731,38,44
1666465732,38,44
1666465733,38,44
1666465734,38,44
1666465735,38,44
1666465736,38,44
1666465737,38,44
1666465738,38,44
1666465739,38,44
1666465740,38,44
1666465741,38,44
1666465742,38,44
1666465743,38,44
1666465744,38,44
1666465745,38,44
1666465746,38,44
1666465747,38,44
1666465748,38,44
1666465749,38,44
1666465750,38,44
1666465751,38,44
1666465752,38,44
1666465753,38,44
1666465754,38,44
1666465755,38,44
1666465756,38,44
1666465757,38,44
1666465758,38,44
1666465759,38,44
1666465760,38,44
1666465761,38,44
1666465762,38,44
1666465763,38,44
1666465764,38,44
1666465765,38,44
1666465766,38,44
1666465767,38,44
1666465768,38,44
1666465769,38,44
1666465770,38,44
1666465771,38,44
1666465772,38,44
1666465773,38,44
1666465774,38,44
1666465775,38,44
1666465776,38,44
1666465777,38,44
1666465778,38,44
1666465779,38,44
1666465780,38,44
1666465781,39,44
1666465782,39,44
1666465783,39,44
1666465784,39,44
1666465785,39,44
1666465786,39,44
1666465787,39,44
1666465788,39,44
1666465789,39,44
1666465790,39,44
1666465791,39,44
1666465792,39,44
1666465793,39,44
1666465794,39,44
1666465795,39,44
1666465796,39,44
1666465797,39,44
1666465798,39,45
1666465799,39,45
1666465800,39,45
1666465801,39,45
1666465802,39,45
1666465803,39,45
1666465804,39,45
1666465806,39,45
1666465807,39,45
1666465808,39,45
1666465809,39,45
1666465810,39,45
1666465811,39,45
1666465812,39,45
1666465813,39,45
1666465814,39,45
1666465815,39,45
1666465816,39,45
1666465817,39,45
1666465818,39,45
1666465819,39,45
1666465820,39,45
1666465821,39,45
1666465822,39,45
1666465823,39,45
1666465824,39,45
1666465825,39,45
1666465826,39,45
1666465827,39,45
1666465828,39,45
1666465829,39,45
1666465830,39,45
1666465831,39,45
1666465832,39,45
1666465833,39,45
1666465834,39,45
1666465835,39,45
1666465836,39,45
1666465837,39,45
1666465838,39,45
1666465839,39,45
1666465840,39,45
1666465841,39,45
1666465842,39,45
1666465843,39,45
1666465844,39,45
1666465845,39,45
1666465846,39,45
1666465847,39,45
1666465848,39,45
1666465849,39,45
1666465850,39,45
1666465851,39,45
1666465852,39,45
1666465853,39,45
1666465854,39,45
1666465855,39,45
1666465856,39,45
1666465857,39,45
1666465858,39,45
1666465859,39,45
1666465860,39,45
1666465861,40,45
1666465862,40,45
1666465863,40,45
1666465864,40,45
1666465865,40,45
1666465866,40,46
1666465867,40,46
1666465868,40,46
1666465869,40,46
1666465870,40,46
1666465871,40,46
1666465872,40,46
1666465873,40,46
1666465874,40,46
1666465875,40,46
1666465876,40,46
1666465877,40,46
1666465878,40,46
1666465879,40,46
1666465880,40,46
1666465881,40,46
1666465882,40,46
1666465883,40,46
1666465884,40,46
1666465885,40,46
1666465886,40,46
1666465887,40,46
1666465888,40,46
1666465889,40,46
1666465890,40,46
1666465891,40,46
1666465892,40,46
1666465893,40,46
1666465895,40,46
